source_id,source_pool,nss_solution_type,period_d,eccentricity,significance,ruwe,parallax,phot_g_mean_mag,bp_rp,distance_pc,M_2_mjup_face_on,M_2_mjup_marginalized,M_2_2sigma_hi,HIP,Name,Vmag,SpType,snrPMaH2G2,M_host_msun_used,sahl_confirmed,tier_a,in_stefansson,documented_fp,ruwe_pass,nasa_exo_match,hgca_chisq,hgca_tier,v2_verdict,v2_score,sahl_verdict,v3_verdict
637329067477530368,orbital_pool,OrbitalTargetedSearchValidated,850.837877194949,0.36931375013866263,12.119544,1.5981688,29.00676116818585,7.5681353,0.81392527,34.474721055613195,8.003406676168542,8.17412998652876,11.73430075566825,46076.0,HD 81040,7.724,G0V,3.56,1.0,1,1,true,false,true,true,6.122531414031982,CORROBORATED_real_companion,REJECTED_published_nasa_exo,-10.0,CONFIRMED_EXOPLANET,REJECTED_published_nasa_exo
1035000055055287680,orbital_pool,OrbitalTargetedSearchValidated,241.6272531745606,0.31423487553218543,26.257324,2.4243562,30.668026936095412,7.3016915,0.9315953,32.6072493050744,32.714158207601,35.835378343314545,46.073188203365014,40497.0,HD 68638,7.498,G8V,4.27,1.0,1,0,false,false,true,false,66.20049285888672,FLAG_mass_ambiguous,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,FLAG_hgca_mass_ambiguous
4976894960284258048,orbital_pool,OrbitalTargetedSearch,318.5760310439869,0.25697689648847155,7.295927,0.84333533,38.25826277128386,5.586702,0.66950846,26.13814448340782,6.353704701721094,8.586864058704908,15.034399924125612,522.0,HD 142,5.711,F7V,8.17,1.0,1,0,true,false,true,true,1127.3909912109375,REJECTED_likely_stellar,REJECTED_published_nasa_exo,-10.0,CONFIRMED_EXOPLANET,REJECTED_published_nasa_exo
3750881083756656128,orbital_pool,OrbitalTargetedSearch,500.4524718504409,0.31735005506905556,19.345577,2.7651007,13.725569891186074,9.490764,1.0012398,72.85671982495631,46.44225089285072,47.269783535810234,61.298240634038635,51789.0,HD 91669,9.705,K0/1III,5.27,1.0,1,0,false,false,true,false,33.69145965576172,FLAG_mass_ambiguous,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,REJECTED_ruwe_quality
2367734656180397952,orbital_pool,OrbitalTargetedSearchValidated,648.9151198887535,0.2754037150006805,9.460223,1.2258285,28.999266070118264,9.2076025,1.346591,34.48363132991255,5.373600791511095,8.043142989038914,15.831486168202394,2247.0,BD-17 63,9.572,K4Vk:,1.2,1.0,1,1,true,false,true,true,0.746322751045227,isolated_no_outer_body,REJECTED_published_nasa_exo,-10.0,CONFIRMED_EXOPLANET,REJECTED_published_nasa_exo
2603090003484152064,orbital_pool,OrbitalTargetedSearchValidated,61.36053201535001,0.1575966196274674,7.9483886,1.3398496,213.78728397669119,8.875059,2.8092842,4.67754667816926,6.886426073873428,8.843666483895632,17.594806419397095,113020.0,BD-15 6290,10.274,M3.5V,0.93,1.0,1,1,true,false,true,true,3.5607352256774902,isolated_no_outer_body,REJECTED_published_nasa_exo,-10.0,CONFIRMED_EXOPLANET,REJECTED_published_nasa_exo
5855730584310531200,orbital_pool,OrbitalTargetedSearchValidated,882.128075201982,0.5036704803266302,15.98991,1.2444853,34.493604228170625,7.4192524,0.87915325,28.990881712016304,8.671469241717892,8.738671454777677,10.822076267510965,62534.0,HD 111232,7.615,G8VFe-1.0,1.72,1.0,1,1,true,false,true,true,170.45692443847656,REJECTED_likely_stellar,REJECTED_published_nasa_exo,-10.0,CONFIRMED_EXOPLANET,REJECTED_published_nasa_exo
1678059429243445248,orbital_pool,AstroSpectroSB1,439.49051104928304,0.4030567502104758,20.813896,1.8941462,13.46485018844169,8.464821,0.8593683,74.26744345498966,33.01477661476752,33.8189265331127,44.94717580476947,,,,,,1.0,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.3813896,HIGH_PROB_SUBSTELLAR,SURVIVOR_no_hgca_corroboration
5981932494567274368,orbital_pool,AstroSpectroSB1,413.89033110584506,0.5046260866299882,17.798157,1.7230688,8.082846160263916,9.869778,0.8594065,123.71879659371726,50.14260374025029,50.84154491212371,61.01595501056248,,,,,,1.0,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.079815699999999,SAHL_LOWER_CONF_CAND,SURVIVOR_no_hgca_corroboration
4854976609869179648,orbital_pool,AstroSpectroSB1,406.5013768822883,0.47566114441492535,19.752312,1.8515992,9.856675302473835,10.013044,0.8825636,101.4540876424142,52.75413255329301,52.85334360959595,64.07691021150642,,,,,,1.0,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.2752312,SAHL_LOWER_CONF_CAND,SURVIVOR_no_hgca_corroboration
2884087104955208064,orbital_pool,OrbitalTargetedSearchValidated,826.5310697340134,0.06565210017612134,10.652899,1.4081933,25.488936461792147,8.973351,1.1241579,39.23270794366009,6.0945691120407375,13.847856145594243,28.41405520776869,28193.0,HD 40503,9.226,K2/3V,5.73,1.0,0,1,true,false,true,false,99.53504180908203,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.8652898999999996,SAHL_TOP_EXOPLANET_CAND,FLAG_hgca_mass_ambiguous
4632430611684633344,orbital_pool,Orbital,778.3571532792081,0.7324617891006516,8.218727,1.8168283,9.495259295810635,8.706728,0.7512264,105.31571269898926,29.846921447588954,30.746243476053113,42.05640502407283,10538.0,HD 14717,8.852,G0V,5.98,1.2654080009895547,0,1,false,false,true,false,47.504112243652344,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,3.1218727,SAHL_LOWER_CONF_CAND,FLAG_hgca_mass_ambiguous
4572719468075516288,orbital_pool,Orbital,1182.3438823119081,0.5328505007866774,32.759926,7.897552,32.741814388056675,16.184727,4.286996,30.541984880494983,38.26983607963482,38.26152697857563,44.624018265139725,,,,,,0.10396968276625945,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,HIGH_PROB_SUBSTELLAR,REJECTED_ruwe_quality
3724701024704375424,orbital_pool,Orbital,412.7333563287598,0.27875309832964607,87.10001,8.299022,37.86414714347716,15.887547,4.031678,26.410207952413092,40.33861146568449,40.699818442043664,47.34072681521874,,,,,,0.10366580790090131,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,HIGH_PROB_SUBSTELLAR,REJECTED_ruwe_quality
