source_id,source_pool,nss_solution_type,period_d,eccentricity,significance,ruwe,parallax,phot_g_mean_mag,bp_rp,distance_pc,M_2_mjup_face_on,M_2_mjup_marginalized,M_2_2sigma_hi,HIP,Name,Vmag,SpType,snrPMaH2G2,M_host_msun_used,sahl_confirmed,tier_a,in_stefansson,documented_fp,ruwe_pass,nasa_exo_match,hgca_chisq,hgca_tier,v2_verdict,v2_score,sahl_verdict,v3_verdict,v4_verdict,hb_M2_msun,hb_method,hb_stellar_match,v5_verdict,hb_flux_ratio,trif_rv_scatter_mps,v6_verdict,hb_flux_ratio_v7,v7_verdict
1556040507876718080,orbital_pool,Orbital,207.80779846112586,0.6782582665372119,13.728019,2.804623,11.785735024232347,9.165328,0.8595123,84.84833554665244,106.9045909308708,107.94624633819257,131.14132372956743,64923.0,BD+49 2208,9.347,G5,2.76,0.9877477020602374,0,0,false,false,true,false,32.06361389160156,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.6728018999999996,,FLAG_hgca_mass_ambiguous,FLAG_hgca_mass_ambiguous,,,false,FLAG_hgca_mass_ambiguous,,,FLAG_hgca_mass_ambiguous,,FLAG_hgca_mass_ambiguous
5563001178343925376,orbital_pool,OrbitalTargetedSearchValidated,52.898325539750864,0.5413001263084799,6.7806034,1.3928576,30.829442644642224,8.220978,1.058083,32.43652541911223,68.90230743078885,70.50773690022376,97.69385378404154,33736.0,HD 52756,8.473,K2IV,2.56,1.0,1,1,false,false,true,false,10.92756462097168,CORROBORATED_real_companion,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
2884087104955208064,orbital_pool,OrbitalTargetedSearchValidated,826.5310697340134,0.06565210017612134,10.652899,1.4081933,25.488936461792147,8.973351,1.1241579,39.23270794366009,6.0945691120407375,13.847856145594243,28.41405520776869,28193.0,HD 40503,9.226,K2/3V,5.73,1.0,0,1,true,false,true,false,99.53504180908203,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.8652898999999996,SAHL_TOP_EXOPLANET_CAND,FLAG_hgca_mass_ambiguous,FLAG_hgca_mass_ambiguous,,,false,FLAG_hgca_mass_ambiguous,,,FLAG_hgca_mass_ambiguous,,FLAG_hgca_mass_ambiguous
5368744785408451200,acceleration_pool,Acceleration7,,,34.77281,1.784,5.186224393314339,8.4109,,192.8184984223049,,285.56699963244233,1409.1768486817336,57684.0,HD 102771,8.478,F3V,1.06,1.8,,,,false,true,false,27.12666130065918,CORROBORATED_real_companion,CORROBORATED_real_companion,6.2772809999999994,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
1607476280298633984,orbital_pool,Orbital,197.29462032385786,0.42075281129768916,11.700687,2.2666967,10.230815704779582,9.816512,0.99819565,97.74391689343254,67.71873005596925,69.13695221168032,96.3728467410348,72389.0,BD+56 1762,10.027,G5,0.52,0.9524195373626487,0,0,false,false,true,false,10.274184226989746,CORROBORATED_real_companion,CORROBORATED_real_companion,4.9700687,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
685029558383335168,orbital_pool,OrbitalTargetedSearchValidated,119.07331263762376,0.7130915353095499,15.186194,3.137566,30.552069193335075,8.525496,1.0572028,32.731007306639306,78.98174539388114,79.62481590035836,95.7742641233023,44259.0,HD 77065,8.791,G5,2.34,1.0,1,0,false,false,true,false,9.090576171875,CORROBORATED_real_companion,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
3309006602007842048,orbital_pool,OrbitalTargetedSearchValidated,814.7061800516827,0.5923695230586918,5.706995,3.2997699,20.75334119074295,8.138844,0.8205805,48.18501227388152,40.7347870318741,41.129293888713846,61.113807779840606,22203.0,HD 30246,8.315,G5,7.62,1.0,1,0,false,false,true,false,57.338680267333984,FLAG_mass_ambiguous,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,FLAG_hgca_mass_ambiguous,FLAG_hgca_mass_ambiguous,,,false,FLAG_hgca_mass_ambiguous,-0.0041572577,,FLAG_hgca_mass_ambiguous,-0.0041572577,FLAG_hgca_mass_ambiguous
2994437527894182272,orbital_pool,OrbitalTargetedSearch,800.0697224063844,0.37025175110682945,76.93188,5.9154744,23.08418631923021,8.496388,1.1752434,43.3196988696523,49.89709778138262,50.55302242282094,57.80244052959426,29330.0,HD 42606,8.778,K3V,15.61,1.0,0,0,false,false,true,false,58.94246292114258,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,6.8,SAHL_LOWER_CONF_CAND,FLAG_hgca_mass_ambiguous,FLAG_hgca_mass_ambiguous,,,false,FLAG_hgca_mass_ambiguous,,,FLAG_hgca_mass_ambiguous,,FLAG_hgca_mass_ambiguous
2047188847334279424,orbital_pool,OrbitalTargetedSearch,449.9997576028038,0.14390804258285875,23.83953,1.6355618,30.53966625054165,7.2801557,0.92350054,32.744300209314304,14.482767075399003,15.77207205251268,26.309347001309526,96576.0,HD 185501,7.473,G5,2.24,1.0,0,1,true,false,true,false,5.904387474060059,CORROBORATED_real_companion,CORROBORATED_real_companion,5.683953,CONFIRMED_BINARY_FP,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
873616860770228352,orbital_pool,OrbitalTargetedSearchValidated,173.15172103031398,0.4266849998900436,4.250344,2.3332837,16.10588508547335,9.117427,0.93865013,62.08910560910103,67.5785499135652,84.44342689886457,161.49860652537313,36480.0,BD+29 1539,9.364,G5,0.18,1.0,1,0,false,false,true,false,17.634092330932617,CORROBORATED_real_companion,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
626384936756751744,acceleration_pool,Acceleration7,,,23.332771,1.849,10.47775063410725,8.7967,,95.44033208280341,,128.8366490367461,621.793567067797,48366.0,HD 85347,8.921,G5,1.37,1.27,,,,false,true,false,12.236448287963867,CORROBORATED_real_companion,CORROBORATED_real_companion,5.1332771,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
4652393894560537728,orbital_pool,AstroSpectroSB1,419.76304231046527,0.3356874600985482,13.983477,1.6323688,7.677850625434167,9.144448,0.8207922,130.24478448269525,46.63439833212506,49.51654949068622,66.21376764235613,22219.0,HD 31251,9.32,G2V,3.44,1.0,0,1,false,false,true,false,8.846324920654297,CORROBORATED_real_companion,CORROBORATED_real_companion,5.6983477,SAHL_LOWER_CONF_CAND,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
5247428421914452736,acceleration_pool,Acceleration7,,,33.0561,1.814,7.619675484455435,11.2163,,131.23918492855188,,196.00041601781646,981.9722066854531,47338.0,HD 83957B,10.791,K1V,0.56,1.0,,,,false,true,false,12.33316421508789,CORROBORATED_real_companion,CORROBORATED_real_companion,6.1056099999999995,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
6071451157905853312,orbital_pool,AstroSpectroSB1,530.1672098198553,0.33960581140048174,92.89862,5.7725334,20.31658658671667,10.858573,1.6617823,49.220866690953734,77.85205322167681,77.82869104675815,89.00559303130642,60321.0,L 194-115,11.515,,7.73,1.0,0,0,false,false,true,false,42.1738395690918,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,7.8,HIGH_PROB_SUBSTELLAR,FLAG_hgca_mass_ambiguous,FLAG_hgca_mass_ambiguous,,,false,FLAG_hgca_mass_ambiguous,0.011691561,,FLAG_hgca_mass_ambiguous,0.011691561,FLAG_hgca_mass_ambiguous
1644373176107337344,orbital_pool,AstroSpectroSB1,591.4551353938447,0.5397390261477146,32.98023,2.6649735,9.70153009148402,10.96672,1.111598,103.07652407096047,67.00277253815764,66.98761033862242,77.07430933105135,75202.0,G 239-52,11.147,M3.5,2.98,1.0,0,0,false,false,true,false,7.103399753570557,CORROBORATED_real_companion,CORROBORATED_real_companion,7.5980229999999995,HIGH_PROB_SUBSTELLAR,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,0.011516024,,CORROBORATED_real_companion,0.011516024,CORROBORATED_real_companion
3930044373199225088,acceleration_pool,Acceleration7,,,22.774052,1.891,7.842086427733413,7.6775,,127.5170847981879,,210.5520520293585,987.2943517942161,63472.0,HD 112961,7.904,G8IV,1.69,1.83,,,,false,true,false,29.243188858032227,CORROBORATED_real_companion,CORROBORATED_real_companion,5.0774052,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
824461960796102528,orbital_pool,OrbitalTargetedSearchValidated,579.2959531171614,0.727080838779779,17.782667,2.8905041,19.960807852419784,8.253769,0.8061161,50.09817274899389,65.61654556651865,66.01362875240739,77.75090234682163,46903.0,HD 82460,8.378,G0,7.11,1.0,1,0,false,false,true,false,10.983650207519531,CORROBORATED_real_companion,REJECTED_sahlmann_ml_imposter,-10.0,CONFIRMED_BROWN_DWARF,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
1017645329162554752,orbital_pool,Orbital,274.60399924755893,0.2852048282023843,10.647005,1.5996602,7.358778459173577,8.583238,0.73371696,135.8921192624549,68.58117319759177,77.77041654647996,121.23830863595545,43870.0,HD 76078,8.717,G5,4.04,1.0678300694521072,0,1,false,false,true,false,9.354486465454102,CORROBORATED_real_companion,CORROBORATED_real_companion,4.8647005,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion
1051117864725305216,orbital_pool,Orbital,391.53245964158003,0.3607635235134001,8.96486,1.7463602,5.1451283782102495,9.115048,0.73720455,194.35861002711334,183.0484414804915,185.59335511264328,240.49097061837472,48438.0,BD+61 1149,9.238,G0,2.87,1.2567986291664284,0,1,false,false,true,false,37.656036376953125,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.1964859999999997,,FLAG_hgca_mass_ambiguous,FLAG_hgca_mass_ambiguous,,,false,FLAG_hgca_mass_ambiguous,,,FLAG_hgca_mass_ambiguous,,FLAG_hgca_mass_ambiguous
