278.01875,-29.386667,V1017_Sgr_1
141.44125,-47.971667,MR_Vel_1
357.21625,51.460833,V630_Cas_1
102.215,-16.300833,EQ_CMa
52.8,43.904444,GK_Per_1
46.49375,5.787222,HV_Cet
311.20375,-4.991389,J2044-0459
266.366667,-23.089722,V5589_Sgr
270.108333,-39.009722,V394_CrA_1
244.82375,-2.491667,X_Ser
261.63375,-28.8275,V2674_Oph
271.355833,-31.901389,J1805-3154
77.493333,-71.664722,J0509-7139
245.628333,-17.878889,U_Sco_1
85.184167,-66.67,N_LMC_2009a
6.02,-72.081944,AKO_9
85.8925,-68.372778,CAL_83
182.630833,-61.752778,CP_Cru_1
189.782917,-45.562222,V1129_Cen
286.84125,-20.780556,V1082_Sgr_1
8.229583,-74.338889,J0032-7420
321.051667,5.045556,J2124+0502
258.736667,58.857778,J1714+5851
274.890417,-26.888889,V726_Sgr_1
73.737083,-70.448889,J0454-7026
359.25125,56.752222,V731_Cas_1
78.461667,-69.863333,J0513-6951
213.625417,-65.273056,J1414-6516
227.444167,-21.796111,V364_Lib
16.2725,54.011389,V723_Cas_1
291.643333,7.603889,V368_Aql_1
4.9575,21.948056,QR_And_1
114.487083,-25.949722,V445_Pup_1
262.59125,-5.992222,V2731_Oph
260.273333,23.661111,V478_Her_1
283.015,-1.4775,CI_Aql_1
202.831667,-54.976111,BV_Cen_1
292.711667,5.516111,J1930+0530
254.87625,-12.890833,V841_Oph_1
4.737083,34.912222,V479_And
338.9525,52.716667,DI_Lac_1
305.061667,21.1025,V_Sge_1
297.947917,37.28,V2690_Cyg
116.63,-12.9525,UY_Pup_1
265.173333,-53.671944,NGC_6397-CV1
171.21625,-35.910556,V442_Cen_1
298.653333,32.365278,EY_Cyg_1
166.428333,-68.632778,QU_Car_1
86.692917,-71.148333,CAL_87
352.444583,43.751111,DX_And_1
268.972083,-28.276111,J1755-2816
162.902917,-51.460833,J1051-6127
340.919583,30.922222,V537_Peg
153.993333,-47.969722,KO_Vel_1
325.432917,42.841389,Q_Cyg_1
143.062083,49.848333,0928+5004
198.21875,-63.395833,WX_Cen_1
75.614583,24.756389,V1062_Tau_1
310.0375,-0.871111,AE_Aqr_1
237.060833,-45.477778,NY_Lup
10.833333,41.229444,J0043+4113
269.030417,-27.813333,J1756-2748
81.95375,-69.9025,J0527-6954
116.57125,-16.191111,J0746-1611
135.264167,17.898889,SY_Cnc_1
97.4775,-3.589167,J0629-0335
